Shape,ESD,rho_p,Wt_range
Fragment,0.001273567,1054,0.00392793684636952
Fragment,0.002097134,1054,0.00732281910537529
Fragment,0.001939073,1370,0.0020150104918519
Fiber,0.001204416,1432,0.0017979354745219
Fiber,0.000643719,1432,0.00079207842714407
Fiber,0.001115229,1432,0.0019977768029034
Film,0.001356902,1400,0.000617513109707001
Film,0.000625814,1400,0.00049032507162314
Film,0.001096891,1400,0.000433819689634241
