Shape,ESD,CSF,rho_f,rho_p,Wt,Time,Distance,Timestep,Re_Calc,Cd_Calc
Fragment,0.001273567,0.0489875807777533,1019.8,1054,0.00460542625328046,0.0632,0.000238407547554189,0.0002,6.52114569362412,62.615719200054
Fragment,0.001273567,0.0489875807777533,1023.6,1054,0.0042242783427597,0.0644,0.000222211811164765,0.0002,5.91284272882767,63.3772748877784
Fragment,0.001273567,0.0489875807777533,1027.4,1054,0.0038303096683646,0.0656,0.000204474109980833,0.0002,5.30059424438582,64.3228373319457
Fragment,0.001273567,0.0489875807777533,1035,1054,0.00299080545810844,0.0688,0.000165951326370439,0.0002,4.04297749864009,67.1740927933098
Fragment,0.001273567,0.0489875807777533,1042.6,1054,0.00204661536125992,0.073,0.000118694010242025,0.0002,2.70398905730962,73.1496027640611
Fragment,0.001273567,0.0489875807777533,1050.3,1054,0.000854370685640173,0.076,4.98178731249353e-05,0.0002,1.1016864743445,99.4787017928561
Fragment,0.002097134,0.0898614867757904,1019.8,1054,0.00913431335348169,0.1202,0.000896695442724697,0.0002,21.2977811937273,37.0464492195358
Fragment,0.002097134,0.0898614867757904,1023.6,1054,0.00842944676031875,0.1232,0.000845527669263237,0.0002,19.4288572366799,37.2126398782522
Fragment,0.002097134,0.0898614867757904,1027.4,1054,0.00769579148378602,0.1264,0.000788803889777289,0.0002,17.5367192787075,37.4214378134104
Fragment,0.002097134,0.0898614867757904,1035,1054,0.00611396243374449,0.1348,0.000661552420052415,0.0002,13.609441705169,38.058925835077
Fragment,0.002097134,0.0898614867757904,1042.6,1054,0.00429879375638502,0.147,0.000498424370999171,0.0002,9.35232722338571,39.3978886150788
Fragment,0.002097134,0.0898614867757904,1050.3,1054,0.00192161499642091,0.1664,0.000240659137900022,0.0002,4.08020930612392,45.0793003109273
Fragment,0.001939073,0.0792132220091512,1019.8,1370,0.0333494587333125,0.0642,0.00181519176220633,0.0002,93.4534155509507,42.5206637313028
Fragment,0.001939073,0.0792132220091512,1023.6,1370,0.0330633851136286,0.0642,0.00179859151878712,0.0002,91.5890248034846,42.5080659927215
Fragment,0.001939073,0.0792132220091512,1027.4,1370,0.0327767825689465,0.0644,0.00178851566865679,0.0002,89.7654706450013,42.4959707506993
Fragment,0.001939073,0.0792132220091512,1035,1370,0.0321990781308736,0.0648,0.00176780335236313,0.0002,86.1408029697889,42.4723127012231
Fragment,0.001939073,0.0792132220091512,1042.6,1370,0.0316185432237782,0.0652,0.00174650695183676,0.0002,82.6728434512294,42.4507478409555
Fragment,0.001939073,0.0792132220091512,1050.3,1370,0.0310233206969477,0.0656,0.00172395035339689,0.0002,79.1684749676232,42.4296586184445
Fiber,0.001204416,0.0840716054670816,1019.8,1432,0.0254141139753102,0.049,0.00106490791265563,0.0002,46.2366297391225,37.2119138519763
Fiber,0.001204416,0.0840716054670816,1023.6,1432,0.0251421841866062,0.0488,0.00104861706816387,0.0002,45.2172275684163,37.2415494271169
Fiber,0.001204416,0.0840716054670816,1027.4,1432,0.0248720333273946,0.0488,0.00103746782448697,0.0002,44.2241089127955,37.2719543374713
Fiber,0.001204416,0.0840716054670816,1035,1432,0.024330350185043,0.0486,0.00101026437975043,0.0002,42.2589444968854,37.3366588922337
Fiber,0.001204416,0.0840716054670816,1042.6,1432,0.0237953428770562,0.0486,0.000988273835515898,0.0002,40.3940867079026,37.4047372015005
Fiber,0.001204416,0.0840716054670816,1050.3,1432,0.023250126205568,0.0484,0.000961241996592558,0.0002,38.5206954598805,37.4801136927059
Fiber,0.000643719,0.0290840491762431,1019.8,1432,0.0106018315888477,0.0212,0.000191344397603607,0.0002,10.3088900988094,86.1092315528252
Fiber,0.000643719,0.0290840491762431,1023.6,1432,0.0104748054147303,0.021,0.000187023302170123,0.0002,10.0685447069939,86.2769604115202
Fiber,0.000643719,0.0290840491762431,1027.4,1432,0.0103490068223014,0.021,0.000184838396517206,0.0002,9.83481703714195,86.4480529321128
Fiber,0.000643719,0.0290840491762431,1035,1432,0.0100971169281181,0.0208,0.000178446925549846,0.0002,9.37319134840984,86.8105853649408
Fiber,0.000643719,0.0290840491762431,1042.6,1432,0.00984959678883379,0.0208,0.000174188033220445,0.0002,8.93643066583246,87.1884751559862
Fiber,0.000643719,0.0290840491762431,1050.3,1432,0.00959773022482419,0.0206,0.000167939008878085,0.0002,8.49879110981176,87.6052401590807
Fiber,0.001115229,0.105991518073727,1019.8,1432,0.0277374779953991,0.053,0.00125649561407071,0.0002,46.7267639887952,29.942109697472
Fiber,0.001115229,0.105991518073727,1023.6,1432,0.0274459251817071,0.053,0.00124339553406997,0.0002,45.7052764405433,29.9626032626483
Fiber,0.001115229,0.105991518073727,1027.4,1432,0.0271559509055109,0.053,0.00123035968301764,0.0002,44.7095555551337,29.9836800971601
Fiber,0.001115229,0.105991518073727,1035,1432,0.0265743361274189,0.0528,0.00119892108909731,0.0002,42.7385956463493,30.0286386057445
Fiber,0.001115229,0.105991518073727,1042.6,1432,0.0259994006370978,0.0528,0.00117317532119821,0.0002,40.8673710046195,30.0761194455546
Fiber,0.001115229,0.105991518073727,1050.3,1432,0.0254132856307878,0.0526,0.00114188182841155,0.0002,38.9867614110437,30.1288212496027
Film,0.001356902,0.0116751017316804,1019.8,1400,0.0155286582229888,0.0292,0.000383675710656017,0.0002,31.1173147258713,136.526073216269
Film,0.001356902,0.0116751017316804,1023.6,1400,0.0153853730358014,0.0294,0.000383100354698665,0.0002,30.4765597708394,136.526359984405
Film,0.001356902,0.0116751017316804,1027.4,1400,0.0152419892897674,0.0294,0.000379422579168977,0.0002,29.8501443832677,136.52847763501
Film,0.001356902,0.0116751017316804,1035,1400,0.0149534849786336,0.0294,0.000372032239457794,0.0002,28.6068269327987,136.537371231973
Film,0.001356902,0.0116751017316804,1042.6,1400,0.0146656433821278,0.0296,0.000367590737142172,0.0002,27.4210405227307,136.554063266787
Film,0.001356902,0.0116751017316804,1050.3,1400,0.0143709469978905,0.0296,0.000360001795239974,0.0002,26.2247391091875,136.578247805381
Film,0.000625814,0.00928665958310461,1019.8,1400,0.0080039454456112,0.0164,0.000110988184100613,0.0002,7.39722949487302,151.780337135433
Film,0.000625814,0.00928665958310461,1023.6,1400,0.00790809410034509,0.0164,0.000109684021416572,0.0002,7.22481168074944,151.99972968259
Film,0.000625814,0.00928665958310461,1027.4,1400,0.00781292921215669,0.0164,0.000108388075837684,0.0002,7.05692440697658,152.224116645202
Film,0.000625814,0.00928665958310461,1035,1400,0.00762243262987247,0.0164,0.000105794297625563,0.0002,6.72539282513939,152.700173842431
Film,0.000625814,0.00928665958310461,1042.6,1400,0.00743452318399245,0.0162,0.000101746690688141,0.0002,6.41110252816326,153.198653287048
Film,0.000625814,0.00928665958310461,1050.3,1400,0.0072435820139331,0.0162,9.91817543461765e-05,0.0002,6.09643520485546,153.748898200622
Film,0.001096891,0.00634608923266282,1019.8,1400,0.0110043745951468,0.0212,0.000197205345404244,0.0002,17.8257797844549,204.639258280239
Film,0.001096891,0.00634608923266282,1023.6,1400,0.0108956695862365,0.0212,0.000195227238883232,0.0002,17.447243661484,204.680878914139
Film,0.001096891,0.00634608923266282,1027.4,1400,0.0107872157441392,0.0212,0.000193253707672424,0.0002,17.077690526522,204.725615615547
Film,0.001096891,0.00634608923266282,1035,1400,0.0105692639258889,0.0212,0.000189292024914053,0.0002,16.3450782152116,204.825566013858
Film,0.001096891,0.00634608923266282,1042.6,1400,0.0103524084526744,0.0212,0.000185349973839194,0.0002,15.6472924449679,204.938787025818
Film,0.001096891,0.00634608923266282,1050.3,1400,0.0101308571275077,0.0212,0.00018132960351657,0.0002,14.9446920342255,205.070254702504
