Shape,ESD,CSF,Wt,Wt_Meas,Time
Fiber,0.001078273,0.045175818450955,0.00230272769138101,0.017777778,0.0038
Film,0.00130241,0.048169199186071,0.00167310693688723,0.01532567,0.0048
Film,0.000945978,0.0223643536534301,0.000909583888246922,0.008028904,0.0026
Film,0.001036934,0.0185341882204163,0.000745819814208487,0.009560229,0.002
Film,0.001172154,0.0275033743897306,0.00112809698594816,0.010012931,0.0032
Film,0.001073998,0.0251990279684804,0.00115824580613295,0.009225092,0.0034
Film,0.000938224,0.0213265269533733,0.000762479478246739,0.008853475,0.0022
Film,0.001010671,0.0183347474356736,0.000789052949003175,0.009157509,0.0022
Film,0.000897379,0.0343755488451446,0.0007667948670021,0.008949774,0.0022
Film,0.000823015,0.0209671757639281,0.000525308436365822,0.007160412,0.0014
Film,0.000756879,0.0257800383351599,0.000694497370398159,0.00697107,0.002
Film,0.001130627,0.0143233734957769,0.000651606515322864,0.008420738,0.0018
Film,0.001356902,0.0116751017316804,0.000628434404718752,0.008932711,0.0016
Film,0.001447857,0.0124159703336139,0.000662618178985288,0.009277492,0.0016
Film,0.001788325,0.0211708167511635,0.00129185140993381,0.015710919,0.0034
Film,0.001224851,0.0125814610362707,0.000681806546134518,0.009066183,0.0018
Film,0.001874491,0.0434160081290088,0.00229481235632338,0.019880716,0.0062
Film,0.001748718,0.0298420743446279,0.00121367636929037,0.013218771,0.0032
Film,0.001980079,0.0134642315771924,0.00114063225319682,0.014164306,0.003
Film,0.001965935,0.0256010102927596,0.00156346532106321,0.015452251,0.0042
Film,0.001470483,0.0155493260357608,0.00101309416356813,0.012091898,0.0028
Film,0.000967263,0.00567731939183674,0.000239428156628703,0.00664697,0.0006
Film,0.000625814,0.00928665958310461,0.000243009509681748,0.005163956,0.0006
Film,0.000697517,0.00794968205678084,0.000275656631997796,0.005817336,0.0006
Film,0.00074577,0.00999245482903146,0.000401318273535836,0.006118079,0.0006
Film,0.000722449,0.010860256667736,0.000521998542039306,0.005899705,0.0008
Film,0.000788476,0.00695688471649791,0.000461808625018322,0.006830836,0.0006
Film,0.000836086,0.00633914708132321,0.000113994767902529,0.005132153,0.0006
Film,0.000656389,0.00922300864777753,0.000306953230953982,0.004539265,0.0006
Film,0.000641466,0.0112522013393101,0.000383967204397362,0.005502063,0.0006
Film,0.000808196,0.00741861673206967,0.000283757409606098,0.006805036,0.0006
Film,0.001112342,0.0106031251826439,0.00061181604532164,0.008503401,0.0008
Film,0.001091642,0.0138611083160537,0.000713558159189695,0.00856898,0.0012
Film,0.001096891,0.0611262058652282,0.000562622990109455,0.007538636,0.001
Film,0.001142018,0.00463712585471378,0.000148927122025318,0.006928904,0.0006
Film,0.001132298,0.00564446175617915,0.000433768007113472,0.008421053,0.0006
Film,0.000960498,0.0065147011520963,0.000289174327732082,0.007412898,0.0006
Film,0.001453873,0.00769063045859797,0.000592405612468517,0.00911577,0.0008
Film,0.001312777,0.038718372041844,0.000340230445799901,0.006785004,0.0006
Film,0.001096891,0.00634608923266282,0.000326926085390541,0.006874283,0.0006
Film,0.001080991,0.00492837454896964,0.000285377975464785,0.00669344,0.0006
