Shape,ESD,CSF,Wt,Time,Wt_Meas
Fragment,0.002679545,0.262446090574843,0.00573954090900625,0.0148,0.0456621
Fragment,0.002894656,0.107976997051811,0.00693762819195668,0.018,0.038910506
Fragment,0.002893857,0.156845720807416,0.00619027647420261,0.016,0.03649635
Fragment,0.002787807,0.184092479996992,0.00662035828643828,0.0172,0.043103448
Fragment,0.002904201,0.246427092654357,0.00690784718610435,0.018,0.04784689
Fragment,0.001740289,0.254488461543747,0.00417387042396605,0.0106,0.03327787
Fragment,0.001925098,0.257537815659095,0.00448088827866205,0.0114,0.040968577
Fragment,0.001806142,0.187543972882726,0.00406054624243052,0.0104,0.027390244
Fragment,0.001619626,0.214639328769005,0.00419101523342157,0.0106,0.026075619
Fragment,0.00167143,0.202405190566132,0.00395136311799076,0.01,0.027777778
Fragment,0.001826392,0.253169666550495,0.00430078612694138,0.011,0.033167496
Fragment,0.001937634,0.248310434563996,0.00456576787123687,0.0116,0.03649635
Fragment,0.001899524,0.234553828848177,0.00415875900644294,0.0106,0.035523979
Fragment,0.002021166,0.195021366732895,0.00455645148633081,0.0116,0.037243948
Fragment,0.002182857,0.265850343081488,0.00462259942762553,0.0118,0.034843206
Fragment,0.002329768,0.130855256526302,0.00605073727201789,0.0156,0.034482759
Fragment,0.002117852,0.134588424310743,0.00516421624496673,0.0132,0.029368576
Fragment,0.002273014,0.16659260114386,0.00543554111136223,0.014,0.034467532
Fragment,0.002436774,0.199939784530085,0.00562927278756326,0.0144,0.03968254
Fragment,0.002423198,0.134230751103771,0.00612752881483992,0.0158,0.034013605
Fragment,0.00226653,0.118843000909657,0.00532775958157864,0.0136,0.027855153
Fragment,0.002482053,0.122707246316342,0.0058610322596682,0.015,0.031397174
Fragment,0.002614716,0.151271901409957,0.00647996072632888,0.0168,0.044345898
Fragment,0.00251205,0.163366798250134,0.00615119653872338,0.0158,0.044345898
Fragment,0.002440144,0.143672938321042,0.00564316454772038,0.0146,0.040194093
Fragment,0.001413932,0.0945662100959202,0.00207173674075747,0.0154,0.00773589
Fragment,0.001553735,0.0879068192107053,0.00224765621869263,0.0166,0.013368984
Fragment,0.001254669,0.0443114415037606,0.00202924548814782,0.015,0.007533333
Fragment,0.001543662,0.0793352663891255,0.00236937789866562,0.0176,0.008774576
Fragment,0.001756348,0.0722279299163795,0.00254904684949515,0.019,0.010498688
Fragment,0.001273567,0.0489875807777533,0.00196004004091782,0.0146,0.005050505
Fragment,0.001340718,0.0683668199216447,0.00209521341677056,0.0156,0.008067769
Fragment,0.001460707,0.113655451426952,0.0023297203711855,0.0174,0.009458571
Fragment,0.001401742,0.082059449697783,0.00221608600572485,0.0164,0.012746973
Fragment,0.001333964,0.0403310903939104,0.00222681966815807,0.0166,0.007447366
Fragment,0.001861531,0.107220069443889,0.0026046011424472,0.0194,0.008333333
Fragment,0.001665586,0.0456315373804487,0.00286071428200942,0.0214,0.011255167
Fragment,0.002097134,0.0898614867757904,0.00286535791812041,0.0214,0.009708738
Fragment,0.001676401,0.0558038712491293,0.00286811351593459,0.0214,0.011342228
Fragment,0.001678548,0.0704714414095899,0.00270127436933984,0.0202,0.007246084
Fragment,0.001949671,0.0512871107064204,0.00302684279819766,0.0226,0.009470987
Fragment,0.001758304,0.105668657626454,0.00277883059629544,0.0208,0.016420361
Fragment,0.001528301,0.0483983615783228,0.00262373362013703,0.0196,0.008992806
Fragment,0.001854533,0.0726679034915195,0.00267062322141931,0.0198,0.010557071
Fragment,0.002125587,0.0753086317329911,0.00322909532352931,0.0242,0.015029496
Fiber,0.001013252,0.160892412530852,0.00427946706519691,0.0064,0.023337223
Fiber,0.001115229,0.105991518073727,0.0042942665284504,0.0064,0.020833333
Fiber,0.000953507,0.0264258750482728,0.00382175419392877,0.0056,0.019379845
Fiber,0.001606718,0.0610131429322852,0.00586695833457702,0.009,0.022075055
