Shape,ESD,CSF,Wt,Wt_Meas
Fragment,0.001700925,0.179853784100379,0.0417645999000238,0.040572985
Fragment,0.002086938,0.314547798915943,0.0649286173997823,0.056497175
Fragment,0.000996582,0.0977562885497524,0.0213731555149321,0.01843318
Fragment,0.001368883,0.217466712599566,0.0391287183910327,0.033613445
Fragment,0.00194646,0.110425679175415,0.0380110743113078,0.039215686
Fragment,0.001837442,0.614153320087042,0.0762211532475741,0.056497175
Fragment,0.001903832,0.607812939702285,0.0771891362527055,0.05988024
Fragment,0.002284278,0.737568823367241,0.103087005549944,0.089686099
Fragment,0.001596692,0.133253919503848,0.03686784107664,0.040733198
Fragment,0.00168307,0.111830014655198,0.0347200647722416,0.032906643
Fragment,0.001939073,0.0792132220091512,0.0325118486975444,0.03868472
Fragment,0.002212588,0.148827730530593,0.0448683713627344,0.037160643
Fragment,0.001817967,0.101895842990547,0.0344448680497169,0.037174721
Fragment,0.002582853,0.358169503538659,0.0779456970380294,0.06779661
Fragment,0.001762887,0.112834350130696,0.0351734607489824,0.035735849
Fragment,0.001474584,0.0657038766404651,0.0246486595868257,0.025247956
Fragment,0.002184712,0.14238330576472,0.0447620213769929,0.037735849
Fragment,0.002633403,0.592065410276255,0.101186218986975,0.084388186
Fragment,0.002795438,0.62987610365005,0.106911712478673,0.101010101
Fragment,0.002720295,0.832775408553888,0.120617031159283,0.104712042
Fragment,0.001862402,0.331932435701896,0.0377389287981179,0.035273369
Fragment,0.001823016,0.288073635876191,0.0359249016441088,0.035971223
Fragment,0.001589028,0.244162329384844,0.0297073603627406,0.027020681
Fragment,0.001887135,0.281534172714555,0.0371495946930316,0.035898305
Fragment,0.001762689,0.227494364831381,0.0315341796784799,0.029895366
Fragment,0.002326884,0.357770418917705,0.0495779626705065,0.045045045
Fragment,0.001572976,0.151910544045107,0.0245332396338537,0.023557126
Fragment,0.001931166,0.203758372039665,0.0333308815428929,0.028409091
Fragment,0.002105099,0.254068514462169,0.0385180548465872,0.033167496
Fragment,0.001903886,0.198345794339446,0.0322034268278679,0.030769231
Fragment,0.003009733,0.194618364326994,0.0465317597940701,0.040241449
Fragment,0.00252976,0.146375397879432,0.0354121980220605,0.035735849
Fragment,0.003482348,0.155076239361521,0.0462277073312368,0.046082949
Fragment,0.002552543,0.15210265891292,0.0358368083636016,0.033900369
Fragment,0.00305554,0.139544326572798,0.0407974527546087,0.04
Fragment,0.002679545,0.262446090574843,0.0493306271792182,0.0456621
Fragment,0.002894656,0.107976997051811,0.0352687656875108,0.038910506
Fragment,0.002893857,0.156845720807416,0.0407638681784626,0.03649635
Fragment,0.002787807,0.184092479996992,0.0426075287598529,0.043103448
Fragment,0.002904201,0.246427092654357,0.0494788065685148,0.04784689
Fragment,0.001740289,0.254488461543747,0.0336046066252917,0.03327787
