Shape,ESD,CSF,Wt,Time,Wt_Meas
Fragment,0.001700925,0.179853784100379,0.59630211339835,1.774,0.040572985
Fragment,0.002086938,0.314547798915943,0.897666374943607,2.671,0.056497175
Fragment,0.000996582,0.0977562885497524,0.204702507553269,0.6085,0.01843318
Fragment,0.001368883,0.217466712599566,0.386214636454101,1.1485,0.033613445
Fragment,0.00194646,0.110425679175415,0.780884729531317,2.3235,0.039215686
Fragment,0.001837442,0.614153320087042,0.695861840835534,2.07,0.056497175
Fragment,0.001903832,0.607812939702285,0.747055807818694,2.2225,0.05988024
Fragment,0.002284278,0.737568823367241,1.07545848185362,3.2,0.089686099
Fragment,0.001596692,0.133253919503848,0.525458314864137,1.563,0.040733198
Fragment,0.00168307,0.111830014655198,0.583848860826833,1.737,0.032906643
Fragment,0.001939073,0.0792132220091512,0.774968527918592,2.3055,0.03868472
Fragment,0.002212588,0.148827730530593,1.00901298239833,3.002,0.037160643
Fragment,0.001817967,0.101895842990547,0.681189348417129,2.0265,0.037174721
Fragment,0.002582853,0.358169503538659,1.37497586117951,4.0915,0.06779661
Fragment,0.001762887,0.112834350130696,0.640537890502978,1.9055,0.035735849
Fragment,0.001474584,0.0657038766404651,0.448162117657758,1.333,0.025247956
Fragment,0.002184712,0.14238330576472,0.983748599964334,2.927,0.037735849
Fragment,0.002633403,0.592065410276255,1.42932260404181,4.253,0.084388186
Fragment,0.002795438,0.62987610365005,1.61062817602578,4.7925,0.101010101
Fragment,0.002720295,0.832775408553888,1.52520298293712,4.5385,0.104712042
Fragment,0.001862402,0.331932435701896,0.250249517755306,1.1125,0.035273369
Fragment,0.001823016,0.288073635876191,0.239777021079061,1.066,0.035971223
Fragment,0.001589028,0.244162329384844,0.182175312831387,0.8095,0.027020681
Fragment,0.001887135,0.281534172714555,0.256940079135646,1.142,0.035898305
Fragment,0.001762689,0.227494364831381,0.224170233248729,0.9965,0.029895366
Fragment,0.002326884,0.357770418917705,0.390638327720994,1.7365,0.045045045
Fragment,0.001572976,0.151910544045107,0.178513614901646,0.7935,0.023557126
Fragment,0.001931166,0.203758372039665,0.269069927225472,1.196,0.028409091
Fragment,0.002105099,0.254068514462169,0.319720971002437,1.4215,0.033167496
Fragment,0.001903886,0.198345794339446,0.261521849659088,1.1625,0.030769231
Fragment,0.003009733,0.194618364326994,0.653553584046932,2.906,0.040241449
Fragment,0.00252976,0.146375397879432,0.461725916450025,2.053,0.035735849
Fragment,0.003482348,0.155076239361521,0.874922239563976,3.8905,0.046082949
Fragment,0.002552543,0.15210265891292,0.470079796062388,2.09,0.033900369
Fragment,0.00305554,0.139544326572798,0.673598475937607,2.995,0.04
Fragment,0.002679545,0.262446090574843,0.518021438490249,2.3035,0.0456621
Fragment,0.002894656,0.107976997051811,0.604531919775608,2.688,0.038910506
Fragment,0.002893857,0.156845720807416,0.60419821742261,2.6865,0.03649635
Fragment,0.002787807,0.184092479996992,0.560725922967478,2.493,0.043103448
Fragment,0.002904201,0.246427092654357,0.608525561397269,2.706,0.04784689
Fragment,0.001740289,0.254488461543747,0.219858486797955,0.973,0.03327787
Fragment,0.001925098,0.257537815659095,0.269032938317682,1.1905,0.040968577
Fragment,0.001806142,0.187543972882726,0.236812167386889,1.048,0.027390244
Fragment,0.001619626,0.214639328769005,0.190427569569856,0.8425,0.026075619
Fragment,0.00167143,0.202405190566132,0.202804250012802,0.8975,0.027777778
Fragment,0.001826392,0.253169666550495,0.242151926780188,1.0715,0.033167496
Fragment,0.001937634,0.248310434563996,0.272548091318929,1.206,0.03649635
Fragment,0.001899524,0.234553828848177,0.261932428614308,1.159,0.035523979
Fragment,0.002021166,0.195021366732895,0.296554037596147,1.3125,0.037243948
Fragment,0.002182857,0.265850343081488,0.345899774405079,1.531,0.034843206
Fragment,0.002329768,0.130855256526302,0.394025951446275,1.744,0.034482759
Fragment,0.002117852,0.134588424310743,0.325604803896909,1.441,0.029368576
Fragment,0.002273014,0.16659260114386,0.375062547112851,1.66,0.034467532
Fragment,0.002436774,0.199939784530085,0.431052296515079,1.908,0.03968254
Fragment,0.002423198,0.134230751103771,0.426262848567631,1.887,0.034013605
Fragment,0.00226653,0.118843000909657,0.372925757448586,1.6505,0.027855153
Fragment,0.002482053,0.122707246316342,0.447220234701935,1.9795,0.031397174
Fragment,0.002614716,0.151271901409957,0.496304790026917,2.197,0.044345898
Fragment,0.00251205,0.163366798250134,0.458095698826652,2.028,0.044345898
Fragment,0.002440144,0.143672938321042,0.43224560544263,1.9135,0.040194093
Fragment,0.001413932,0.0945662100959202,0.060041147045582,0.744,0.00773589
Fragment,0.001553735,0.0879068192107053,0.0725011459609707,0.8985,0.013368984
Fragment,0.001254669,0.0443114415037606,0.0472769730497018,0.5855,0.007533333
Fragment,0.001543662,0.0793352663891255,0.0715642587443564,0.887,0.008774576
Fragment,0.001756348,0.0722279299163795,0.0926424315720922,1.148,0.010498688
Fragment,0.001273567,0.0489875807777533,0.0487120739132594,0.6035,0.005050505
Fragment,0.001340718,0.0683668199216447,0.0539843982843766,0.669,0.008067769
Fragment,0.001460707,0.113655451426952,0.0640792348050176,0.794,0.009458571
Fragment,0.001401742,0.082059449697783,0.0590101340376441,0.731,0.012746973
Fragment,0.001333964,0.0403310903939104,0.053441601881858,0.662,0.007447366
Fragment,0.001861531,0.107220069443889,0.104071135571737,1.29,0.008333333
Fragment,0.001665586,0.0456315373804487,0.0833151577491008,1.0325,0.011255167
Fragment,0.002097134,0.0898614867757904,0.132081498765846,1.6375,0.009708738
Fragment,0.001676401,0.0558038712491293,0.0844006676697707,1.046,0.011342228
Fragment,0.001678548,0.0704714414095899,0.0846168095184087,1.0485,0.007246084
Fragment,0.001949671,0.0512871107064204,0.114159421430858,1.415,0.009470987
Fragment,0.001758304,0.105668657626454,0.0928493311636607,1.151,0.016420361
Fragment,0.001528301,0.0483983615783228,0.0701471612798402,0.8695,0.008992806
Fragment,0.001854533,0.0726679034915195,0.103290332590703,1.2805,0.010557071
Fragment,0.002125587,0.0753086317329911,0.135689591677517,1.682,0.015029496
Fiber,0.001013252,0.160892412530852,0.247075945658587,0.6665,0.023337223
Fiber,0.001115229,0.105991518073727,0.299311924974905,0.808,0.020833333
Fiber,0.000953507,0.0264258750482728,0.218798429616473,0.5905,0.019379845
Fiber,0.001606718,0.0610131429322852,0.621261367892146,1.6775,0.022075055
Fiber,0.001139708,0.0804426690196195,0.312595349592909,0.8435,0.01552795
Fiber,0.00127934,0.0906309833697501,0.393883291010763,1.0635,0.024479804
Fiber,0.001166456,0.0384028262485808,0.327440602486218,0.884,0.015686275
Fiber,0.001132822,0.101822681080993,0.308829601839522,0.8335,0.019029496
Fiber,0.00139375,0.0650769201262723,0.467481997546688,1.262,0.021762786
Fiber,0.000849713,0.0530229679737175,0.17375633641594,0.4685,0.007996801
Fiber,0.001122332,0.143028233943849,0.30313641587959,0.818,0.015686275
Fiber,0.001254411,0.0965182890396402,0.378682664208688,1.0225,0.024783147
Fiber,0.000643719,0.0290840491762431,0.0997217707839517,0.2685,0.010559662
Fiber,0.000943625,0.0200220957343447,0.214286454043824,0.578,0.013333333
Fiber,0.00116318,0.119379934430812,0.325603913981435,0.879,0.018796992
