Shape,ESD,CSF,Wt_Calc,Wt_Meas,Time,Distance,timestep,Re_Meas,Re_Calc,Cd_Meas,Cd_Calc,DistanceAtConstantWt,DifferenceInDistance
Fragment,0.001589028,0.244162329384844,0.00564331397598155,0.027020681,0.0158,7.4159759536207e-05,0.0002,27.7350146,6.98033482619458,5.837603088,20.4478122565478,8.91643608205085e-05,-1.50046012843015e-05
Fragment,0.001887135,0.281534172714555,0.00764401186535526,0.035898305,0.0212,0.000135380271124763,0.0002,43.76003465,11.2288379228241,3.927813493,15.7226840589899,0.000162053051545532,-2.66727804207685e-05
Fragment,0.001762689,0.227494364831381,0.00550152061480555,0.029895366,0.0154,7.05311732255842e-05,0.0002,34.03926738,7.54864375893983,5.290096612,21.8857273346252,8.47234174680055e-05,-1.41922442424213e-05
Fragment,0.002326884,0.357770418917705,0.0112306152990477,0.045045045,0.0308,0.000289730632096164,0.0002,67.70525074,20.3417716885797,3.075929004,10.7854678865706,0.000345902951210669,-5.61723191145051e-05
Fragment,0.001572976,0.151910544045107,0.00392073093568355,0.023557126,0.011,3.5633070690671e-05,0.0002,23.93563716,4.80064539035319,7.602792007,31.780167749794,4.3128040292519e-05,-7.49496960184804e-06
Fragment,0.001931166,0.203758372039665,0.00611303607118814,0.028409091,0.017,8.66157011557272e-05,0.0002,35.43868486,9.18939789158987,6.41801341,21.1590706254634,0.000103921613210198,-1.73059120544712e-05
Fragment,0.002105099,0.254068514462169,0.00678533894079491,0.033167496,0.0188,0.000106432784865185,0.0002,45.1009592,11.1187140870154,5.132663125,18.5231042893726,0.000127564372086944,-2.11315872217593e-05
Fragment,0.001903886,0.198345794339446,0.00551877051797316,0.030769231,0.0152,6.96723701942713e-05,0.0002,37.84061887,8.17887869984916,5.393905662,23.166312247856,8.3885311873192e-05,-1.42129416789207e-05
Fragment,0.003009733,0.194618364326994,0.0080772913991221,0.040241449,0.0216,0.000145349067557667,0.0002,78.23520109,18.9236197316234,4.985129165,19.485925793854,0.000174469494221037,-2.91204266633704e-05
Fragment,0.00252976,0.146375397879432,0.0052161335664864,0.035735849,0.014,6.04757671409818e-05,0.0002,58.39612919,10.2716098779225,5.31332986,28.4338096577232,7.30258699308096e-05,-1.25501027898278e-05
Fragment,0.003482348,0.155076239361521,0.00755096493259175,0.046082949,0.02,0.000125619637257404,0.0002,103.6604469,20.4684574201056,4.398324944,23.1460036505685,0.000151019298651835,-2.5399661394431e-05
Fragment,0.002552543,0.15210265891292,0.00504081806405492,0.033900369,0.0136,5.6812336947795e-05,0.0002,55.89565457,10.0157754948655,5.957441725,28.922996735873,6.85551256711469e-05,-1.17427887233519e-05
Fragment,0.00305554,0.139544326572798,0.0068233081097158,0.04,0.0182,0.000103220295463581,0.0002,78.94936371,16.2290630418692,5.122284464,24.6930139609541,0.000124184207596828,-2.09639121332466e-05
Fragment,0.002679545,0.262446090574843,0.0101665765834744,0.0456621,0.0276,0.000234787356350846,0.0002,79.03464949,21.2053909057238,3.447028777,14.0014154677039,0.000280597513703893,-4.58101573530474e-05
Fragment,0.002894656,0.107976997051811,0.00575208779905365,0.038910506,0.0154,7.35184195348032e-05,0.0002,72.75526401,12.9608342747136,5.128127612,29.697467847572,8.85821521054262e-05,-1.5063732570623e-05
Fragment,0.002893857,0.156845720807416,0.00647417598142222,0.03649635,0.0174,9.36438796741036e-05,0.0002,68.22243129,14.5838456156036,5.827387715,24.4760830621898,0.000112650662076747,-1.9006782402643e-05
Fragment,0.002787807,0.184092479996992,0.00703435460701852,0.043103448,0.0188,0.000109969774880242,0.0002,77.62031085,15.2650226567947,4.024707892,21.6788573361972,0.000132245866611948,-2.22760917317062e-05
Fragment,0.002904201,0.246427092654357,0.00832754817388544,0.04784689,0.0224,0.000155635782216446,0.0002,89.75962839,18.8258379353289,3.402631649,17.5268719629184,0.000186537079095034,-3.09012968785879e-05
Fragment,0.001740289,0.254488461543747,0.00710618671841224,0.03327787,0.0196,0.000116171134993099,0.0002,37.4091264,9.63661333183399,4.241101031,16.9467788624954,0.00013928125968088,-2.31101246877809e-05
Fragment,0.001925098,0.257537815659095,0.00917012775788225,0.040968577,0.0252,0.000193384305836099,0.0002,50.94532483,13.7560793621756,3.095418183,13.9141371542082,0.000231087219498633,-3.77029136625337e-05
Fragment,0.001806142,0.187543972882726,0.00626845866336402,0.027390244,0.0174,9.09519017879463e-05,0.0002,31.95570988,8.82224474506037,6.497232288,20.8713729723018,0.000109071180742534,-1.81192789545877e-05
Fragment,0.001619626,0.214639328769005,0.00546508643280179,0.026075619,0.0152,6.9118841356593e-05,0.0002,27.28035675,6.89728574252562,6.428561056,21.8427818400099,8.30693137785872e-05,-1.39504724219942e-05
Fragment,0.00167143,0.202405190566132,0.00523089306894074,0.027777778,0.0146,6.35127341415413e-05,0.0002,29.99067677,6.81287590917032,5.846034733,23.3742558090228,7.63710388065348e-05,-1.28583046649935e-05
Fragment,0.001826392,0.253169666550495,0.00686927561531135,0.033167496,0.019,0.000108906588394422,0.0002,39.12977386,9.77622935258261,4.480607591,17.718262894525,0.000130516236690916,-2.16096482964937e-05
Fragment,0.001937634,0.248310434563996,0.00763577187368291,0.03649635,0.021,0.000133937989636646,0.0002,45.67954529,11.5289866168056,3.925916726,16.5515119652208,0.000160351209347341,-2.64132197106951e-05
Fragment,0.001899524,0.234553828848177,0.00810668332677469,0.035523979,0.0224,0.000151837643733371,0.0002,43.58801544,11.9992592651241,4.062280579,15.8264296358087,0.000181589706519753,-2.97520627863821e-05
Fragment,0.002021166,0.195021366732895,0.00680889618853349,0.037243948,0.0186,0.000105523005777712,0.0002,48.62484634,10.7237119611817,3.932409484,19.8559385067077,0.000126645469106723,-2.11224633290109e-05
Fragment,0.002182857,0.265850343081488,0.00806480672532575,0.034843206,0.022,0.000148087829774822,0.0002,49.1296891,13.7178387430623,4.85240821,15.8787455124566,0.000177425747957166,-2.93379181823445e-05
Fragment,0.002329768,0.130855256526302,0.00461181409695224,0.034482759,0.0124,4.72974592845462e-05,0.0002,51.89377308,8.3724181770171,5.287822458,31.5042961816774,5.71864948022078e-05,-9.88903551766158e-06
Fragment,0.002117852,0.134588424310743,0.00528402409141464,0.029368576,0.0144,6.31987123496038e-05,0.0002,40.1771498,8.72020791783999,6.626711992,27.4413324105154,7.60899469163708e-05,-1.2891234566767e-05
Fragment,0.002273014,0.16659260114386,0.00611810960760775,0.034467532,0.0166,8.45063269804435e-05,0.0002,50.60726401,10.8364194590519,5.163568008,23.4955156171116,0.000101560619486289,-1.70542925058452e-05
Fragment,0.002436774,0.199939784530085,0.00632021621881327,0.03968254,0.017,8.92944205537417e-05,0.0002,62.46191836,12.0008948848998,4.176231488,22.1926259972283,0.000107443675719826,-1.81492551660839e-05
Fragment,0.002423198,0.134230751103771,0.00545831521220416,0.034013605,0.0146,6.60622165464579e-05,0.0002,53.24051475,10.3065652623224,5.65264693,27.7446110224198,7.96914020981807e-05,-1.36291855517228e-05
Fragment,0.00226653,0.118843000909657,0.00489839970720496,0.027855153,0.0132,5.35232852328799e-05,0.0002,40.78192505,8.65131521146182,7.88349308,30.7309400318924,6.46588761351055e-05,-1.11355909022256e-05
Fragment,0.002482053,0.122707246316342,0.00521661908397503,0.031397174,0.014,6.05205778946224e-05,0.0002,50.33872398,10.0894297383625,6.795135721,29.728216305602,7.30326671756504e-05,-1.2512089281028e-05
Fragment,0.002614716,0.151271901409957,0.00647521047927876,0.044345898,0.0174,9.3772336362996e-05,0.0002,74.89943331,13.1930393546129,3.588275612,24.0233365262906,0.00011266866233945,-1.88963259764544e-05
Fragment,0.00251205,0.163366798250134,0.00656870714438998,0.044345898,0.0176,9.61456132676968e-05,0.0002,71.95855078,12.8580355726147,3.447384064,22.9710296985447,0.000115609245741264,-1.94636324735668e-05
Fragment,0.002440144,0.143672938321042,0.00563222162019688,0.040194093,0.0152,7.10906366499288e-05,0.0002,63.35463015,10.7093135722924,4.07623571,26.717284176347,8.56097686269926e-05,-1.45191319770638e-05
Fragment,0.001413932,0.0945662100959202,0.00142373034298427,0.00773589,0.012,1.39511189008556e-05,0.0002,11.18407026,2.1694918378809,16.68819577,49.9554364748542,1.70847641158112e-05,-3.13364521495564e-06
Fragment,0.001553735,0.0879068192107053,0.0017297462863362,0.013368984,0.0144,2.03756651125821e-05,0.0002,21.23912323,2.89641716042474,6.140188967,43.2649953627455,2.49083465232413e-05,-4.53268141065918e-06
Fragment,0.001254669,0.0443114415037606,0.000771283410761677,0.007533333,0.0066,4.13429337549819e-06,0.0002,9.664456105,1.0429053952194,15.61551181,97.5330418114135,5.09047051102707e-06,-9.56177135528879e-07
Fragment,0.001543662,0.0793352663891255,0.00146739516347919,0.008774576,0.0122,1.46263584285348e-05,0.0002,13.84967451,2.44118702361997,14.16124594,50.2724406795357,1.79022209944461e-05,-3.27586256591132e-06
Fragment,0.001756348,0.0722279299163795,0.0015302074779606,0.010498688,0.0126,1.57488785564685e-05,0.0002,18.85414369,2.89642739575685,11.25491253,50.9735254000613,1.92806142223036e-05,-3.53173566583506e-06
Fragment,0.001273567,0.0489875807777533,0.000722984587951161,0.005050505,0.0064,3.77633365675234e-06,0.0002,6.576848346,0.992321938251788,35.26580137,104.287478082087,4.62710136288743e-06,-8.50767706135091e-07
Fragment,0.001340718,0.0683668199216447,0.00099087684974006,0.008067769,0.0084,6.77354282866659e-06,0.0002,11.05992249,1.43172259238671,14.54896286,72.3585281207308,8.3233655378165e-06,-1.54982270914991e-06
Fragment,0.001460707,0.113655451426952,0.0015989586730215,0.009458571,0.0134,1.75335588550341e-05,0.0002,14.12699412,2.51710948181845,11.53223488,42.5131444012635,2.14260462184881e-05,-3.892487363454e-06
Fragment,0.001401742,0.082059449697783,0.00146438712048424,0.012746973,0.0122,1.45846391622855e-05,0.0002,18.26990611,2.21220690114323,6.093341488,49.11610414051,1.78655228699077e-05,-3.28088370762223e-06
Fragment,0.001333964,0.0403310903939104,0.0007143221558664,0.007447366,0.006,3.46853810724207e-06,0.0002,10.1579917,1.02692797802238,16.98791773,104.996919784992,4.2859329351984e-06,-8.1739482795633e-07
Fragment,0.001861531,0.107220069443889,0.00138920129159139,0.008333333,0.0116,1.31742123916634e-05,0.0002,15.86171543,2.78700153179185,18.93364591,51.7235511040329,1.61147349824601e-05,-2.94052259079672e-06
Fragment,0.001665586,0.0456315373804487,0.00100688335251109,0.011255167,0.0082,6.70804993662814e-06,0.0002,19.16814518,1.80737378283907,9.286767251,75.9308643778502,8.25644349059094e-06,-1.5483935539628e-06
Fragment,0.002097134,0.0898614867757904,0.00173824843434927,0.009708738,0.014,1.98355002954071e-05,0.0002,20.81853206,3.92861783874759,15.71455677,45.4149479743481,2.43354780808898e-05,-4.49997778548268e-06
Fragment,0.001676401,0.0558038712491293,0.00102972746546535,0.011342228,0.0084,7.02968290686291e-06,0.0002,19.44184885,1.86038129354458,9.204130848,71.7242910995863,8.64971070990894e-06,-1.62002780304603e-06
Fragment,0.001678548,0.0704714414095899,0.00109378365918829,0.007246084,0.009,8.00963586943616e-06,0.0002,12.4365035,1.97864076251084,22.58023595,66.155533320808,9.84405293269461e-06,-1.83441706325845e-06
Fragment,0.001949671,0.0512871107064204,0.00129740066935547,0.009470987,0.0104,1.09695504085777e-05,0.0002,18.88068462,2.72607126920837,15.35226269,62.8875257554343,1.34929669612969e-05,-2.52341655271919e-06
Fragment,0.001758304,0.105668657626454,0.00186284965210975,0.016420361,0.0152,2.31507851107569e-05,0.0002,29.52146189,3.5299904073795,4.606065359,39.0411094056154,2.83153147120682e-05,-5.1645296013113e-06
Fragment,0.001528301,0.0483983615783228,0.000952885122650099,0.008992806,0.0078,6.03028164114359e-06,0.0002,14.05288058,1.56946342665251,13.34811919,78.0467540713354,7.43250395667077e-06,-1.40222231552718e-06
Fragment,0.001854533,0.0726679034915195,0.00142165893888195,0.010557071,0.0116,1.34386852351259e-05,0.0002,20.01884723,2.84139585011681,11.75300968,54.7126946209438,1.64912436910306e-05,-3.05255845590472e-06
Fragment,0.002125587,0.0753086317329911,0.00142112882650473,0.015029496,0.0114,1.31901258806543e-05,0.0002,32.66513317,3.2554729434833,6.646477893,54.8249945838633,1.62008686221539e-05,-3.01074274149962e-06
Fiber,0.001013252,0.160892412530852,0.00493109005723253,0.023337223,0.008,3.24524488517358e-05,0.0002,24.1784231,7.31584620382908,10.51261591,28.0612056421254,3.94487204578602e-05,-6.99627160612444e-06
Fiber,0.001115229,0.105991518073727,0.00437479213421286,0.020833333,0.0072,2.58859901021991e-05,0.0002,23.75657386,7.143740001728,14.51903878,35.4598075349313,3.14985033663326e-05,-5.61251326413349e-06
Fiber,0.000953507,0.0264258750482728,0.00170463289421649,0.019379845,0.0026,3.34569549024343e-06,0.0002,18.89449762,2.37990112126591,14.34547059,104.071791157414,4.43204552496287e-06,-1.08635003471944e-06
Fiber,0.001606718,0.0610131429322852,0.00366278779723757,0.022075055,0.0058,1.72287645971923e-05,0.0002,36.26623957,8.61698984078814,18.63062729,51.2917996106162,2.12441692239779e-05,-4.0154046267856e-06
Fiber,0.001139708,0.0804426690196195,0.00258949826788682,0.01552795,0.0042,8.65727573858462e-06,0.0002,18.09543624,4.32128972310444,26.70896168,59.8227667263861,1.08758927251246e-05,-2.21861698654002e-06
Fiber,0.00127934,0.0906309833697501,0.00459658965593104,0.024479804,0.0074,2.79380553148698e-05,0.0002,32.02248924,8.61045055922265,12.06317468,36.5723184144145,3.40147634538897e-05,-6.0767081390199e-06
Fiber,0.001166456,0.0384028262485808,0.00209524788779952,0.015686275,0.0032,5.19052865654987e-06,0.0002,18.70894923,3.57855697478759,26.78676757,80.4819909428503,6.70479324095846e-06,-1.51426458440859e-06
Fiber,0.001132822,0.101822681080993,0.00301978571564905,0.019029496,0.0048,1.16359528992572e-05,0.0002,22.04195158,5.00889542103203,17.67659252,47.9392450740909,1.44949714351154e-05,-2.85901853585824e-06
Fiber,0.00139375,0.0650769201262723,0.00304719336048922,0.021762786,0.0048,1.17353013105323e-05,0.0002,31.01418897,6.21854894532967,16.62827972,55.8397724970708,1.46265281303483e-05,-2.89122681981596e-06
Fiber,0.000849713,0.0530229679737175,0.00141045511717851,0.007996801,0.0022,2.30514297258593e-06,0.0002,6.94783527,1.75483261159899,75.08115532,102.305808667386,3.10300125779272e-06,-7.97858285206792e-07
Fiber,0.001122332,0.143028233943849,0.00430845962924259,0.015686275,0.0072,2.54879970193385e-05,0.0002,18.00123761,7.08023278655763,25.77349278,32.666013755448,3.10209093305466e-05,-5.53291231120815e-06
Fiber,0.001254411,0.0965182890396402,0.00456227477246035,0.024783147,0.0074,2.77458814403286e-05,0.0002,31.78759208,8.37964180832572,11.54033973,36.0854390757275,3.37608333162066e-05,-6.01495187587799e-06
Fiber,0.000643719,0.0290840491762431,0.000972887315057889,0.010559662,0.0014,9.17140656239685e-07,0.0002,6.950359757,0.916986690155854,32.62027119,156.286912109242,1.36204224108104e-06,-4.4490158484136e-07
Fiber,0.000943625,0.0200220957343447,0.00119818804917535,0.013333333,0.0018,1.54220118355567e-06,0.0002,12.86469571,1.6554977130851,29.99256812,152.402474689978,2.15673848851563e-06,-6.1453730495996e-07
Fiber,0.00116318,0.119379934430812,0.00595582867896315,0.018796992,0.0098,4.84498881596749e-05,0.0002,22.3561133,10.1436273513337,18.60208157,26.6439792351218,5.83671210538389e-05,-9.91723289416398e-06
Fiber,0.001431618,0.0439150290920783,0.00242799662863409,0.017761989,0.0038,7.28417361741141e-06,0.0002,26.00038411,5.08955008810671,25.6410198,73.2557731022391,9.22638718880954e-06,-1.94221357139813e-06
Fiber,0.0014051,0.0436389604120962,0.00250223618722897,0.020639835,0.0038,7.46363164125883e-06,0.0002,29.65340679,5.14801374179879,18.63744115,71.1567801847243,9.50849751147009e-06,-2.04486587021125e-06
Fiber,0.001228451,0.0385709927742405,0.00192696540430589,0.018198362,0.003,4.46667606416657e-06,0.0002,22.85868108,3.46605874389702,20.9596779,87.1637970884511,5.78089621291767e-06,-1.3142201487511e-06
Fiber,0.001204416,0.0840716054670816,0.00350272829722779,0.020408163,0.0058,1.654501354878e-05,0.0002,25.13284292,6.17713553264025,16.34030666,46.2127651202343,2.03158241239212e-05,-3.77081057514118e-06
Fiber,0.001078273,0.045175818450955,0.00230272769138101,0.017777778,0.0038,6.94750703338753e-06,0.0002,19.6005093,3.6355948317248,19.27814676,73.8678150799455,8.75036522724784e-06,-1.80285819386031e-06
Film,0.00130241,0.048169199186071,0.00167310693688723,0.01532567,0.0048,6.46447247693957e-06,0.0002,12.89341394,1.69265547456069,14.68958325,77.6602581860944,8.0309132970587e-06,-1.56644082011913e-06
Film,0.000945978,0.0223643536534301,0.000909583888246922,0.008028904,0.0026,1.81066430870457e-06,0.0002,4.906118905,0.668376148866921,38.87489834,158.167406115939,2.364918109442e-06,-5.54253800737427e-07
Film,0.001036934,0.0185341882204163,0.000745819814208487,0.009560229,0.002,1.09970468484759e-06,0.0002,6.40353938,0.600733955081881,30.05488976,183.891598788389,1.49163962841697e-06,-3.91934943569384e-07
Film,0.001172154,0.0275033743897306,0.00112809698594816,0.010012931,0.0032,2.81765455444897e-06,0.0002,7.581350708,1.02713673323281,30.9715526,124.821736686862,3.60991035503411e-06,-7.92255800585142e-07
Film,0.001073998,0.0251990279684804,0.00115824580613295,0.009225092,0.0034,3.10287730999676e-06,0.0002,6.399926463,0.966276365764857,33.43203644,125.63059908724,3.93803574085203e-06,-8.35158430855269e-07
Film,0.000938224,0.0213265269533733,0.000762479478246739,0.008853475,0.0022,1.26987274764717e-06,0.0002,5.365632754,0.555689058625217,31.70878865,172.506918272524,1.67745485214283e-06,-4.07582104495656e-07
Film,0.001010671,0.0183347474356736,0.000789052949003175,0.009157509,0.0022,1.30591167230772e-06,0.0002,5.978440055,0.619459759910784,31.92682966,172.676255850963,1.73591648780699e-06,-4.30004815499265e-07
Film,0.000897379,0.0343755488451446,0.0007667948670021,0.008949774,0.0022,1.26927732916101e-06,0.0002,5.187864059,0.534505584961328,29.67921557,171.660658293858,1.68694870740462e-06,-4.1767137824361e-07
Film,0.000823015,0.0209671757639281,0.000525308436365822,0.007160412,0.0014,5.10204744296544e-07,0.0002,3.806680427,0.335829833702237,42.52383995,274.842008283492,7.35431810912151e-07,-2.25227066615607e-07
Film,0.000756879,0.0257800383351599,0.000694497370398159,0.00697107,0.002,1.03342944144476e-06,0.0002,3.408210381,0.408313942313253,41.25988886,196.658395597515,1.38899474079632e-06,-3.55565299351558e-07
Film,0.001130627,0.0143233734957769,0.000651606515322864,0.008420738,0.0018,8.59278739974424e-07,0.0002,6.149927761,0.572271237628738,42.23957696,223.241801545532,1.17289172758116e-06,-3.13612987606731e-07
Film,0.001356902,0.0116751017316804,0.000628434404718752,0.008932711,0.0016,7.13212467180767e-07,0.0002,7.829468183,0.662377518888062,45.0487134,230.57031986058,1.00549504755e-06,-2.92282580369236e-07
Film,0.001447857,0.0124159703336139,0.000662618178985288,0.009277492,0.0016,7.42421906314183e-07,0.0002,8.676746242,0.745222853910505,44.56204274,218.12950052341,1.06018908637646e-06,-3.17767180062278e-07
Film,0.001788325,0.0211708167511635,0.00129185140993381,0.015710919,0.0034,3.42237167253887e-06,0.0002,18.14883272,1.79455246446148,19.19304682,115.304053854593,4.39229479377495e-06,-9.69923121236084e-07
Film,0.001224851,0.0125814610362707,0.000681806546134518,0.009066183,0.0018,8.9329150247495e-07,0.0002,7.173124009,0.648696531764056,39.4761579,206.560233522951,1.22725178304213e-06,-3.33960280567182e-07
Film,0.001874491,0.0434160081290088,0.00229481235632338,0.019880716,0.0062,1.14955613107929e-05,0.0002,24.07221712,3.34139399279324,12.56377205,66.1878118910018,1.4227836609205e-05,-2.73227529841206e-06
Film,0.001748718,0.0298420743446279,0.00121367636929037,0.013218771,0.0032,3.00689877475982e-06,0.0002,14.93177733,1.64861719337292,26.51174434,115.651459312806,3.88376438172918e-06,-8.76865606969365e-07
Film,0.001980079,0.0134642315771924,0.00114063225319682,0.014164306,0.003,2.64318800233061e-06,0.0002,18.11667235,1.75438664980688,26.14523406,141.662722221091,3.42189675959046e-06,-7.7870875725985e-07
Film,0.001965935,0.0256010102927596,0.00156346532106321,0.015452251,0.0042,5.20834615096363e-06,0.0002,19.62282512,2.38756143594945,21.81153854,98.9329556786261,6.56655434846548e-06,-1.35820819750185e-06
Film,0.001470483,0.0155493260357608,0.00101309416356813,0.012091898,0.0028,2.1933752411335e-06,0.0002,11.48564124,1.15719612238744,26.64230381,145.855796276034,2.83666365799076e-06,-6.43288416857264e-07
Film,0.000967263,0.00567731939183674,0.000239428156628703,0.00664697,0.0006,1.07052583742101e-07,0.0002,4.153065273,0.191823930520847,80.83183539,666.828242503512,1.43656893977222e-07,-3.66043102351208e-08
Film,0.000625814,0.00928665958310461,0.000243009509681748,0.005163956,0.0006,1.04324721962666e-07,0.0002,2.087508381,0.125965475948299,86.64941067,683.721250775752,1.45805705809049e-07,-4.14809838463828e-08
Film,0.000697517,0.00794968205678084,0.000275656631997796,0.005817336,0.0006,1.06908997870946e-07,0.0002,2.621075736,0.159259823721964,76.10130104,572.730638831088,1.65393979198678e-07,-5.84849813277316e-08
Film,0.00074577,0.00999245482903146,0.000401318273535836,0.006118079,0.0006,1.11126522859411e-07,0.0002,2.947274458,0.247900174595203,73.56313628,409.042344607412,2.40790964121502e-07,-1.29664441262091e-07
Film,0.000722449,0.010860256667736,0.000521998542039306,0.005899705,0.0008,2.20047095672122e-07,0.0002,2.753203044,0.312362918985139,76.63589437,330.618659317645,4.17598833631445e-07,-1.97551737959323e-07
Film,0.000788476,0.00695688471649791,0.000461808625018322,0.006830836,0.0006,1.14095714761719e-07,0.0002,3.479068185,0.301601506661002,62.39160874,350.537917083651,2.77085175010993e-07,-1.62989460249274e-07
Film,0.000836086,0.00633914708132321,0.000113994767902529,0.005132153,0.0006,1.0166542996339e-07,0.0002,2.771733257,0.0789439510222966,117.2026806,1220.91278584128,6.83968607415174e-08,3.32685692218726e-08
Film,0.000656389,0.00922300864777753,0.000306953230953982,0.004539265,0.0006,1.06695862752705e-07,0.0002,1.924629778,0.166884688249156,117.618483,575.027111969809,1.84171938572389e-07,-7.74760758196842e-08
Film,0.000641466,0.0112522013393101,0.000383967204397362,0.005502063,0.0006,1.09830224731041e-07,0.0002,2.279814636,0.204009674181133,78.23618725,431.255846234276,2.30380322638417e-07,-1.20550097907376e-07
Film,0.000808196,0.00741861673206967,0.000283757409606098,0.006805036,0.0006,1.07964112180418e-07,0.0002,3.552611345,0.189953323187565,64.43789593,551.47420195922,1.70254445763659e-07,-6.22903335832408e-08
Film,0.001112342,0.0106031251826439,0.00061181604532164,0.008503401,0.0008,2.41302555275522e-07,0.0002,6.109864469,0.563692409133663,56.79870361,258.845567767711,4.89452836257312e-07,-2.4815028098179e-07
Film,0.001091642,0.0138611083160537,0.000713558159189695,0.00856898,0.0012,5.41534055034445e-07,0.0002,6.042409009,0.64519738899619,54.8918122,212.133433547284,8.56269791027634e-07,-3.14735735993189e-07
