Shape,ESD,CSF,Wt,Wt_Meas,Time
Fiber,0.000643719,0.0290840491762431,0.00632565313796248,0.010559662,0.0102
Fiber,0.000943625,0.0200220957343447,0.00734756563132204,0.013333333,0.0118
Fiber,0.00116318,0.119379934430812,0.0166246745458149,0.018796992,0.0266
Fiber,0.001431618,0.0439150290920783,0.0113169937349263,0.017761989,0.0178
Fiber,0.0014051,0.0436389604120962,0.0113374710807117,0.020639835,0.0178
Fiber,0.001228451,0.0385709927742405,0.00985944654069002,0.018198362,0.0156
Fiber,0.001204416,0.0840716054670816,0.0133138327046867,0.020408163,0.0214
Fiber,0.001078273,0.045175818450955,0.0102388923560797,0.017777778,0.0164
Film,0.00130241,0.048169199186071,0.00761681514037352,0.01532567,0.0206
Film,0.000945978,0.0223643536534301,0.00524638275550648,0.008028904,0.0146
Film,0.001036934,0.0185341882204163,0.00501534925423762,0.009560229,0.0136
Film,0.001172154,0.0275033743897306,0.00614223749569495,0.010012931,0.0168
Film,0.001073998,0.0251990279684804,0.00594441255967406,0.009225092,0.0164
Film,0.000938224,0.0213265269533733,0.00494863409635179,0.008853475,0.0136
Film,0.001010671,0.0183347474356736,0.0050351721788601,0.009157509,0.0138
Film,0.000897379,0.0343755488451446,0.0051856906031319,0.008949774,0.0144
Film,0.000823015,0.0209671757639281,0.00431344657672652,0.007160412,0.012
Film,0.000756879,0.0257800383351599,0.00458985659844122,0.00697107,0.0128
Film,0.001130627,0.0143233734957769,0.00485277624959675,0.008420738,0.0132
Film,0.001356902,0.0116751017316804,0.0049837275495825,0.008932711,0.0134
Film,0.001447857,0.0124159703336139,0.00519788914636234,0.009277492,0.014
Film,0.001788325,0.0211708167511635,0.00710581042039999,0.015710919,0.019
Film,0.001224851,0.0125814610362707,0.00494930273239727,0.009066183,0.0134
Film,0.001874491,0.0434160081290088,0.0093688295115991,0.019880716,0.0252
Film,0.001748718,0.0298420743446279,0.00721872229159619,0.013218771,0.0194
Film,0.001980079,0.0134642315771924,0.00674735524940151,0.014164306,0.018
Film,0.001965935,0.0256010102927596,0.00793986349804826,0.015452251,0.0212
Film,0.001470483,0.0155493260357608,0.00600318911921106,0.012091898,0.016
Film,0.000967263,0.00567731939183674,0.00399697139465086,0.00664697,0.0084
Film,0.000625814,0.00928665958310461,0.0035942196180644,0.005163956,0.0078
Film,0.000697517,0.00794968205678084,0.00371897049166615,0.005817336,0.008
Film,0.00074577,0.00999245482903146,0.00408942856082879,0.006118079,0.0088
Film,0.000722449,0.010860256667736,0.00430762439854175,0.005899705,0.0094
Film,0.000788476,0.00695688471649791,0.00408402462320026,0.006830836,0.0086
Film,0.000836086,0.00633914708132321,0.0036903140516149,0.005132153,0.0078
