Shape,ESD,CSF,Wt,Time,Wt_Meas
Fiber,0.001431618,0.0439150290920783,0.0263345685129889,0.0708,0.017761989
Fiber,0.0014051,0.0436389604120962,0.0266665288447539,0.0718,0.020639835
Fiber,0.001228451,0.0385709927742405,0.0169351445343962,0.0454,0.018198362
Fiber,0.001204416,0.0840716054670816,0.0290895338758665,0.0782,0.020408163
Fiber,0.001078273,0.045175818450955,0.0179897403999602,0.0482,0.017777778
Film,0.00130241,0.048169199186071,0.00761820567114693,0.0338,0.01532567
Film,0.000945978,0.0223643536534301,0.00333081293899172,0.0146,0.008028904
Film,0.001036934,0.0185341882204163,0.00285365700228805,0.0124,0.009560229
Film,0.001172154,0.0275033743897306,0.0050100040032909,0.0222,0.010012931
Film,0.001073998,0.0251990279684804,0.00487038179030856,0.0216,0.009225092
Film,0.000938224,0.0213265269533733,0.00253147115200859,0.011,0.008853475
Film,0.001010671,0.0183347474356736,0.00292329441539176,0.0128,0.009157509
Film,0.000897379,0.0343755488451446,0.00243701738410082,0.0106,0.008949774
Film,0.000823015,0.0209671757639281,0.00167933559818169,0.0072,0.007160412
Film,0.000756879,0.0257800383351599,0.00193171883886614,0.0084,0.00697107
Film,0.001130627,0.0143233734957769,0.00288304679012554,0.0126,0.008420738
Film,0.001356902,0.0116751017316804,0.00332391269403038,0.0146,0.008932711
Film,0.001447857,0.0124159703336139,0.00373045693414874,0.0164,0.009277492
Film,0.001788325,0.0211708167511635,0.00925912770355024,0.0412,0.015710919
Film,0.001224851,0.0125814610362707,0.00316393668643149,0.0138,0.009066183
Film,0.001874491,0.0434160081290088,0.0175825365522763,0.0786,0.019880716
Film,0.001748718,0.0298420743446279,0.0080157525975707,0.0356,0.013218771
Film,0.001980079,0.0134642315771924,0.00981863393394569,0.0438,0.014164306
Film,0.001965935,0.0256010102927596,0.0127924185756295,0.0572,0.015452251
Film,0.001470483,0.0155493260357608,0.00592216463053618,0.0262,0.012091898
Film,0.000967263,0.00567731939183674,0.00154150161184598,0.0052,0.00664697
Film,0.000625814,0.00928665958310461,0.000961907830287433,0.003,0.005163956
Film,0.000697517,0.00794968205678084,0.00108800048230081,0.0034,0.005817336
Film,0.00074577,0.00999245482903146,0.00139396808924908,0.0046,0.006118079
Film,0.000722449,0.010860256667736,0.0017536961468911,0.0058,0.005899705
Film,0.000788476,0.00695688471649791,0.00159691720297635,0.0054,0.006830836
Film,0.000836086,0.00633914708132321,0.00107292226680079,0.0034,0.005132153
Film,0.000656389,0.00922300864777753,0.00114802477928321,0.0038,0.004539265
Film,0.000641466,0.0112522013393101,0.00117054960569096,0.0038,0.005502063
Film,0.000808196,0.00741861673206967,0.00128278882982566,0.0042,0.006805036
Film,0.001112342,0.0106031251826439,0.00290062499859047,0.01,0.008503401
Film,0.001091642,0.0138611083160537,0.00317238636819355,0.011,0.00856898
Film,0.001096891,0.0611262058652282,0.00238902931802399,0.0082,0.007538636
Film,0.001142018,0.00463712585471378,0.00155609546982143,0.0052,0.006928904
Film,0.001132298,0.00564446175617915,0.00222778306051037,0.0076,0.008421053
Film,0.000960498,0.0065147011520963,0.00153656497859574,0.0052,0.007412898
Film,0.001453873,0.00769063045859797,0.00386164889289303,0.0134,0.00911577
Film,0.001312777,0.038718372041844,0.00188051250283439,0.0064,0.006785004
Film,0.001096891,0.00634608923266282,0.00179172630609213,0.006,0.006874283
Film,0.001080991,0.00492837454896964,0.0018122858128632,0.0062,0.00669344
