Shape,ESD,CSF,Wt,Wt_Meas
Fragment,0.001700925,0.179853784100379,0.0270930605181958,0.040572985
Fragment,0.002086938,0.314547798915943,0.0291814708392904,0.056497175
Fragment,0.000996582,0.0977562885497524,0.0231189048471416,0.01843318
Fragment,0.001368883,0.217466712599566,0.0262967026413105,0.033613445
Fragment,0.00194646,0.110425679175415,0.0254549982340122,0.039215686
Fragment,0.001837442,0.614153320087042,0.0312589519994773,0.056497175
Fragment,0.001903832,0.607812939702285,0.031765941281848,0.05988024
Fragment,0.002284278,0.737568823367241,0.0321742030272147,0.089686099
Fragment,0.001596692,0.133253919503848,0.0250754563099355,0.040733198
Fragment,0.00168307,0.111830014655198,0.0250301831290226,0.032906643
Fragment,0.001939073,0.0792132220091512,0.0243476343616302,0.03868472
Fragment,0.002212588,0.148827730530593,0.0276825191097189,0.037160643
Fragment,0.001817967,0.101895842990547,0.025206927683195,0.037174721
Fragment,0.002582853,0.358169503538659,0.0312693440410303,0.06779661
Fragment,0.001762887,0.112834350130696,0.0255100638668943,0.035735849
Fragment,0.001474584,0.0657038766404651,0.0232429457672356,0.025247956
Fragment,0.002184712,0.14238330576472,0.0270993809163789,0.037735849
Fragment,0.002633403,0.592065410276255,0.0330894860855521,0.084388186
Fragment,0.002795438,0.62987610365005,0.0341076700590249,0.101010101
Fragment,0.002720295,0.832775408553888,0.0346793393412343,0.104712042
Fragment,0.001862402,0.331932435701896,0.0249570212074714,0.035273369
Fragment,0.001823016,0.288073635876191,0.0240074132159352,0.035971223
Fragment,0.001589028,0.244162329384844,0.0229454347433869,0.027020681
Fragment,0.001887135,0.281534172714555,0.0239265148723384,0.035898305
Fragment,0.001762689,0.227494364831381,0.0235569598674745,0.029895366
Fragment,0.002326884,0.357770418917705,0.0253601786579973,0.045045045
Fragment,0.001572976,0.151910544045107,0.0220854062524917,0.023557126
Fragment,0.001931166,0.203758372039665,0.0234294487751104,0.028409091
Fragment,0.002105099,0.254068514462169,0.0246906002912914,0.033167496
Fragment,0.001903886,0.198345794339446,0.0235345101418907,0.030769231
Fragment,0.003009733,0.194618364326994,0.0253665700250011,0.040241449
Fragment,0.00252976,0.146375397879432,0.0241770609770018,0.035735849
Fragment,0.003482348,0.155076239361521,0.0253009408874531,0.046082949
Fragment,0.002552543,0.15210265891292,0.024459484588237,0.033900369
Fragment,0.00305554,0.139544326572798,0.0243493234220277,0.04
Fragment,0.002679545,0.262446090574843,0.0253448696299375,0.0456621
Fragment,0.002894656,0.107976997051811,0.0233474993219962,0.038910506
Fragment,0.002893857,0.156845720807416,0.0246991478474697,0.03649635
Fragment,0.002787807,0.184092479996992,0.0250151183579492,0.043103448
Fragment,0.002904201,0.246427092654357,0.026178483191074,0.04784689
Fragment,0.001740289,0.254488461543747,0.0231485745571739,0.03327787
Fragment,0.001925098,0.257537815659095,0.0231658816039124,0.040968577
Fragment,0.001806142,0.187543972882726,0.0225758164065025,0.027390244
Fragment,0.001619626,0.214639328769005,0.0226737801495811,0.026075619
Fragment,0.00167143,0.202405190566132,0.0228906336319604,0.027777778
Fragment,0.001826392,0.253169666550495,0.023638874989064,0.033167496
Fragment,0.001937634,0.248310434563996,0.0236706739043215,0.03649635
Fragment,0.001899524,0.234553828848177,0.0230590479260543,0.035523979
Fragment,0.002021166,0.195021366732895,0.0233138406462031,0.037243948
Fragment,0.002182857,0.265850343081488,0.0246744077513548,0.034843206
Fragment,0.002329768,0.130855256526302,0.0235763518224271,0.034482759
Fragment,0.002117852,0.134588424310743,0.0228039601758763,0.029368576
Fragment,0.002273014,0.16659260114386,0.0237508117910029,0.034467532
Fragment,0.002436774,0.199939784530085,0.0249238860644671,0.03968254
Fragment,0.002423198,0.134230751103771,0.0234945761239261,0.034013605
Fragment,0.00226653,0.118843000909657,0.0228917475156621,0.027855153
Fragment,0.002482053,0.122707246316342,0.0233803795440616,0.031397174
Fragment,0.002614716,0.151271901409957,0.0240183567144753,0.044345898
Fragment,0.00251205,0.163366798250134,0.0240844363963384,0.044345898
Fragment,0.002440144,0.143672938321042,0.0237675460750525,0.040194093
Fragment,0.001413932,0.0945662100959202,0.0108119993143821,0.00773589
Fragment,0.001553735,0.0879068192107053,0.0107448753822753,0.013368984
Fragment,0.001254669,0.0443114415037606,0.00985750137845172,0.007533333
Fragment,0.001543662,0.0793352663891255,0.0107765814641043,0.008774576
Fragment,0.001756348,0.0722279299163795,0.0109937957631376,0.010498688
Fragment,0.001273567,0.0489875807777533,0.010150325657128,0.005050505
Fragment,0.001340718,0.0683668199216447,0.0105317840955328,0.008067769
