Shape,ESD,CSF,Wt_Calc,Wt_Meas,Time,Distance,timestep,Re_Meas,Re_Calc,Cd_Meas,Cd_Calc
Fragment,0.001401742,0.082059449697783,0.00508971946313604,0.012746973,0.04,0.0001666375605901,0.0002,18.26990611,7.68889070637912,6.093341488,38.1484319236921
Fragment,0.001333964,0.0403310903939104,0.00367854275506268,0.007447366,0.0288,8.65656338548207e-05,0.0002,10.1579917,5.28836805984766,16.98791773,69.5002480716747
Fragment,0.001861531,0.107220069443889,0.00571563008915427,0.008333333,0.0444,0.000207525638671336,0.0002,15.86171543,11.4666390753068,18.93364591,40.1712432982406
Fragment,0.001665586,0.0456315373804487,0.00444692592915811,0.011255167,0.0344,0.000125024371788503,0.0002,19.16814518,7.98231226938389,9.286767251,59.3809586447007
Fragment,0.002097134,0.0898614867757904,0.00624419699927926,0.009708738,0.0482,0.000246046844018501,0.0002,20.81853206,14.1125188064421,15.71455677,37.9174441709002
Fragment,0.001676401,0.0558038712491293,0.00459956250435062,0.011342228,0.0356,0.000133846642345941,0.0002,19.44184885,8.30990755181606,9.204130848,55.8654898441517
Fragment,0.001678548,0.0704714414095899,0.00483216455666624,0.007246084,0.0374,0.000147667085666664,0.0002,12.4365035,8.74132437677424,22.58023595,50.6786124464805
Fragment,0.001949671,0.0512871107064204,0.00514875436093621,0.009470987,0.0396,0.000166561770013892,0.0002,18.88068462,10.8184554448645,15.35226269,51.8477349980257
Fragment,0.001758304,0.105668657626454,0.00614608636820049,0.016420361,0.0476,0.000239240585658291,0.0002,29.52146189,11.6464717901965,4.606065359,32.8147258605486
Fragment,0.001528301,0.0483983615783228,0.00428090344138223,0.008992806,0.0332,0.000116129093587675,0.0002,14.05288058,7.05092484348443,13.34811919,58.7932555384178
Fragment,0.001854533,0.0726679034915195,0.005456684027835,0.010557071,0.0424,0.00018926500175663,0.0002,20.01884723,10.9059908308828,11.75300968,43.9106875902983
Fragment,0.002125587,0.0753086317329911,0.00572235343950983,0.015029496,0.044,0.000205781366359431,0.0002,32.66513317,13.1085700662275,6.646477893,45.7621939415737
Fiber,0.001013252,0.160892412530852,0.0152696441825693,0.023337223,0.0244,0.000313878478168966,0.0002,24.1784231,22.6542949186301,10.51261591,24.5479761605374
Fiber,0.001115229,0.105991518073727,0.0143033541246969,0.020833333,0.023,0.000277305501241758,0.0002,23.75657386,23.3564109755955,14.51903878,30.7932331739643
Fiber,0.000953507,0.0264258750482728,0.00839536054917465,0.019379845,0.0134,9.38733590738549e-05,0.0002,18.89449762,11.7210738172432,14.34547059,76.4213828684866
Fiber,0.001606718,0.0610131429322852,0.0140626732853848,0.022075055,0.0222,0.000262543534667396,0.0002,36.26623957,33.0835198604393,18.63062729,45.8947569902108
Fiber,0.001139708,0.0804426690196195,0.0117470147860315,0.01552795,0.0188,0.000185448315367396,0.0002,18.09543624,19.603123470501,26.70896168,46.6552751290778
